0.00000	4.04632	0.08411
0.00167	2.69405	-0.22380
0.00333	1.88391	-0.25528
0.00500	1.40433	-0.25564
0.00667	1.19220	-0.28257
0.00833	2.55647	0.41581
0.01000	4.00916	0.45761
0.01167	1.87123	-0.15056
0.01333	1.66347	-0.70158
0.01500	3.11357	-0.12171
0.01667	3.09054	-0.85519
0.01833	3.01477	-0.81140
0.02000	2.90237	-0.94344
0.02167	2.68661	-1.10780
0.02333	3.10694	-1.54010
0.02500	4.00220	-0.55284
0.02667	2.79442	-0.42228
0.02833	3.65947	-1.63415
0.03000	3.33942	-1.45639
0.03167	2.97209	-0.44249
0.03333	4.32110	-1.09779
0.03500	4.37293	-0.70182
0.03667	4.54384	-0.86340
0.03833	2.88985	-0.73227
0.04000	1.96377	-0.96434
0.04166	1.77892	-0.59217
0.04333	2.87692	-0.60060
0.04500	3.63989	-0.78210
0.04666	4.63979	-1.36282
0.04833	3.37317	-0.35616
0.05000	2.01916	-0.25510
0.05166	2.03350	0.35194
0.05333	1.98244	0.36597
0.05500	1.82796	0.26195
0.05666	1.57903	0.10947
0.05833	2.50984	0.07538
0.06000	2.79697	-0.33735
0.06166	3.89258	0.99442
0.06333	5.21415	1.59635
0.06500	2.78911	0.54414
0.06666	3.07502	-0.19098
0.06833	3.04066	0.04503
0.07000	2.76010	0.83976
0.07166	3.44542	0.67966
0.07333	3.68548	-0.71734
0.07500	2.53786	-0.67845
0.07666	1.43942	-0.48480
0.07833	2.51071	-0.59982
0.08000	2.82365	0.09413
0.08166	2.57647	0.39462
0.08333	2.65892	0.02579
0.08500	1.89580	-0.25212
0.08666	1.57168	0.11735
0.08833	1.40619	0.09644
0.09000	1.96147	0.36822
0.09166	1.05910	0.10866
0.09333	1.49248	-0.41178
0.09500	1.32753	-0.16994
0.09666	1.25988	0.08887
0.09833	1.59458	0.02195
0.10000	2.16977	-0.11547
0.10166	2.76675	-0.60277
0.10333	3.30003	-0.73004
0.10500	1.53537	-0.56233
0.10666	1.56071	-0.18165
0.10833	2.61246	-0.13439
0.11000	3.05268	-0.21494
0.11166	3.39478	0.11192
0.11333	4.15535	0.66617
0.11500	5.05641	-0.59681
0.11666	4.47591	-1.28994
0.11833	3.98731	-1.38917
0.12000	4.41770	-0.69162
0.12166	4.12698	-0.26437
0.12333	3.90778	-0.53272
0.12500	3.06027	-0.01385
0.12666	2.24615	0.16656
0.12833	2.85725	0.15572
0.12999	3.21675	0.35811
0.13166	2.63581	0.23639
0.13333	2.93798	0.20608
0.13499	2.80874	0.01511
0.13666	3.60152	0.07168
0.13833	2.36690	-0.40896
0.13999	4.01121	1.14563
0.14166	2.61956	0.97221
0.14333	2.22031	0.39523
0.14499	1.63021	-0.17723
0.14666	1.44375	-0.81406
0.14833	1.81512	-0.29805
0.14999	1.34321	0.02020
0.15166	1.39495	-0.02866
0.15333	1.82673	-0.09351
0.15499	2.40286	-0.28562
0.15666	1.87733	0.27408
0.15833	2.22928	-0.48160
0.15999	2.10331	-0.07112
0.16166	2.46035	-0.56140
0.16333	2.39098	-0.40761
0.16499	2.58658	-0.28673
0.16666	2.70120	-0.07618
0.16833	2.39289	0.06103
0.16999	2.50285	-0.27644
0.17166	2.40554	-0.25906
0.17333	1.72006	-0.79413
0.17499	1.50125	-0.61682
0.17666	1.76979	-0.47669
0.17833	2.46492	-0.30494
0.17999	2.34063	-0.24594
0.18166	2.45236	0.65864
0.18333	2.43479	0.50852
0.18499	2.31883	0.63031
0.18666	1.85021	0.57495
0.18833	1.72052	-0.39787
0.18999	2.21952	-0.99591
0.19166	2.18643	-1.03000
0.19333	2.01237	-0.67327
0.19499	1.77457	0.00440
0.19666	1.74932	0.09024
0.19833	2.01009	0.39708
0.19999	1.68469	-0.44574
0.20166	1.30248	-0.19655
0.20333	1.01294	0.09312
0.20499	1.13078	-0.19287
0.20666	1.25228	0.32584
0.20832	1.25404	0.05396
0.20999	1.11649	0.06677
0.21166	1.07217	-0.27619
0.21332	1.77211	-0.26583
0.21499	1.50504	-0.15654
0.21666	1.05474	-0.18121
0.21832	1.37787	-0.10846
0.21999	1.71469	0.16986
0.22166	1.88112	-0.17852
0.22332	1.79395	-0.35998
0.22499	1.82657	-0.20792
0.22666	1.87771	-0.53233
0.22832	2.40644	-0.21042
0.22999	2.03289	0.41387
0.23166	1.49352	0.18509
0.23332	1.53405	-0.43161
0.23499	1.84036	-0.60361
0.23666	1.85345	-0.41947
0.23832	2.88443	-0.69434
0.23999	2.80368	-0.28964
0.24166	3.91551	-0.68019
0.24332	3.81423	-0.42904
0.24499	4.01874	0.00588
0.24666	3.97440	0.03855
0.24832	3.67809	0.52468
0.24999	4.18852	-0.40726
0.25166	3.93015	-0.54344
0.25332	3.99738	-0.71678
0.25499	5.06455	0.54405
0.25666	4.02649	-0.00251
0.25832	2.99117	1.49056
0.25999	3.10028	1.25348
0.26166	3.48208	0.46144
0.26332	2.31956	0.38893
0.26499	1.83684	0.63943
0.26666	2.27073	-0.54663
0.26832	2.90258	-0.05111
0.26999	2.90097	-0.01346
0.27166	2.55864	-0.11887
0.27332	2.15984	-0.10462
0.27499	1.73343	-0.26881
0.27666	1.86352	-0.29689
0.27832	2.04648	0.00936
0.27999	1.36908	0.20267
0.28166	1.37880	-0.36524
0.28332	1.48733	-0.25094
0.28499	2.21662	-0.34256
0.28666	3.00257	-1.42893
0.28832	3.00735	-1.60795
0.28999	3.11578	-1.63460
0.29166	3.07768	-1.45141
0.29332	2.68165	-1.27940
0.29499	3.79775	-1.45367
0.29665	3.51763	-1.41454
0.29832	2.73154	-0.94201
0.29999	2.77196	-0.81215
0.30165	3.86047	-1.75047
0.30332	4.47485	-1.70000
0.30499	3.63116	-0.59092
0.30665	3.12239	-0.62220
0.30832	3.00536	0.02056
0.30999	2.87092	0.03111
0.31165	3.05609	-0.78280
0.31332	1.87657	-0.65387
0.31499	1.83702	-0.90136
0.31665	1.12202	-0.21660
0.31832	1.03177	-0.00506
0.31999	1.14044	-0.29192
0.32165	0.81598	-0.03717
0.32332	0.73968	-0.01917
0.32499	0.88609	0.13829
0.32665	1.69499	0.56010
0.32832	2.08574	0.65726
0.32999	2.43107	-0.13644
0.33165	2.09874	0.05611
0.33332	2.96745	0.74651
0.33499	2.96923	0.98639
0.33665	2.41857	0.27298
0.33832	4.58234	0.45412
0.33999	4.77198	0.83586
0.34165	4.76947	0.14802
0.34332	4.01508	0.38645
0.34499	4.20132	0.43278
0.34665	4.11325	-0.27909
0.34832	3.85041	-0.44107
0.34999	4.72809	0.19260
0.35165	8.81533	1.80223
0.35332	8.38107	-0.14650
0.35499	8.16860	-0.77278
0.35665	7.45635	-0.81007
0.35832	6.15057	-1.05923
0.35999	5.07339	-0.70040
0.36165	4.58803	-0.37910
